#
#  Stripped version of finals.all.orig file
#
#
#           Bull A  Bull A  Bull B  Bull B
#  MJD        dX      dY      dX      dY
#
46527.00    3.276   0.545   0.000   0.000
46528.00    3.503   0.891   0.000   0.000
46529.00    3.852   1.175   0.000   0.000
46530.00    4.223   1.239   0.000   0.000
46531.00    4.511   1.075   0.000   0.000
46532.00    4.699   0.844   0.000   0.000
46533.00    4.841   0.702   0.000   0.000
46534.00    4.954   0.624   0.000   0.000
46535.00    5.009   0.471   0.000   0.000
46536.00    5.081   0.213   0.000   0.000
46537.00    5.29    -0.016  0.000   0.000
46538.00    5.558   -0.121  0.000   0.000
46539.00    5.616   -0.211  0.000   0.000
46540.00    5.386   -0.414  0.000   0.000
46541.00    5.129   -0.609  0.000   0.000
46542.00    5.095   -0.507  0.000   0.000
46543.00    5.106   -0.038  0.000   0.000
46544.00    4.743   0.507   0.000   0.000
46545.00    3.941   0.786   0.000   0.000
46546.00    3.16    0.733   0.000   0.000
46547.00    2.866   0.546   0.000   0.000
46548.00    3.089   0.386   0.000   0.000
46549.00    3.553   0.224   0.000   0.000
46550.00    4.032   -0.009  0.000   0.000
46551.00    4.423   -0.239  0.000   0.000
46552.00    4.716   -0.359  0.000   0.000
46553.00    4.895   -0.35   0.000   0.000
46554.00    4.888   -0.24   0.000   0.000
46555.00    4.777   -0.085  0.000   0.000
46556.00    4.61    0.108   0.000   0.000
46557.00    4.468   0.263   0.000   0.000
46558.00    4.441   0.233   0.000   0.000
46559.00    4.507   -0.005  0.000   0.000
46560.00    4.574   -0.246  0.000   0.000
46561.00    4.600   -0.292  0.000   0.000
46562.00    4.567   -0.178  0.000   0.000
46563.00    4.458   -0.148  0.000   0.000
46564.00    4.353   -0.395  0.000   0.000
46565.00    4.42    -0.856  0.000   0.000
46566.00    4.631   -0.962  0.000   0.000
46567.00    4.761   -0.606  0.000   0.000
46568.00    4.713   -0.336  0.000   0.000
46569.00    4.612   -0.291  0.000   0.000
46570.00    4.623   -0.162  0.000   0.000
46571.00    4.658   0.222   0.000   0.000
46572.00    4.43    0.623   0.000   0.000
46573.00    3.913   0.668   0.000   0.000
46574.00    3.446   0.302   0.000   0.000
46575.00    3.318   -0.189  0.000   0.000
46576.00    3.503   -0.57   0.000   0.000
46577.00    3.748   -0.844  0.000   0.000
46578.00    3.846   -1.049  0.000   0.000
46579.00    3.766   -1.078  0.000   0.000
46580.00    3.622   -0.82   0.000   0.000
46581.00    3.537   -0.38   0.000   0.000
46582.00    3.595   0.001   0.000   0.000
46583.00    3.723   0.209   0.000   0.000
46584.00    3.703   0.326   0.000   0.000
46585.00    3.396   0.412   0.000   0.000
46586.00    2.922   0.368   0.000   0.000
46587.00    2.444   0.103   0.000   0.000
46588.00    1.995   -0.247  0.000   0.000
46589.00    1.551   -0.4    0.000   0.000
46590.00    1.124   -0.231  0.000   0.000
46591.00    0.738   0.072   0.000   0.000
46592.00    0.452   0.23    0.000   0.000
46593.00    0.407   0.137   0.000   0.000
46594.00    0.725   -0.181  0.000   0.000
46595.00    1.32    -0.729  0.000   0.000
46596.00    1.819   -1.207  0.000   0.000
46597.00    1.94    -1.369  0.000   0.000
46598.00    1.603   -0.949  0.000   0.000
46599.00    0.806   0.112   0.000   0.000
46600.00    -0.121  0.732   0.000   0.000
46601.00    -0.865  0.731   0.000   0.000
46602.00    -1.169  0.461   0.000   0.000
46603.00    -0.954  0.146   0.000   0.000
46604.00    -0.436  -0.058  0.000   0.000
46605.00    0.083   -0.227  0.000   0.000
46606.00    0.416   -0.434  0.000   0.000
46607.00    0.433   -0.528  0.000   0.000
46608.00    0.037   -0.3    0.000   0.000
46609.00    -0.667  0.201   0.000   0.000
46610.00    -1.368  0.677   0.000   0.000
46611.00    -1.836  0.896   0.000   0.000
46612.00    -2.137  0.909   0.000   0.000
46613.00    -2.431  0.853   0.000   0.000
46614.00    -2.703  0.686   0.000   0.000
46615.00    -2.815  0.256   0.000   0.000
46616.00    -2.748  -0.343  0.000   0.000
46617.00    -2.588  -0.765  0.000   0.000
46618.00    -2.382  -0.724  0.000   0.000
46619.00    -2.168  -0.355  0.000   0.000
46620.00    -2.023  -0.012  0.000   0.000
46621.00    -1.974  0.132   0.000   0.000
46622.00    -1.955  0.138   0.000   0.000
46623.00    -1.915  0.14    0.000   0.000
46624.00    -1.927  0.21    0.000   0.000
46625.00    -2.155  0.343   0.000   0.000
46626.00    -2.699  0.484   0.000   0.000
46627.00    -3.492  0.574   0.000   0.000
46628.00    -4.316  0.505   0.000   0.000
46629.00    -4.909  0.203   0.000   0.000
46630.00    -5.199  -0.04   0.000   0.000
46631.00    -5.252  -0.015  0.000   0.000
46632.00    -5.208  0.239   0.000   0.000
46633.00    -5.075  0.47    0.000   0.000
46634.00    -4.673  0.409   0.000   0.000
46635.00    -3.925  0.028   0.000   0.000
46636.00    -3.423  -0.284  0.000   0.000
46637.00    -3.883  -0.189  0.000   0.000
46638.00    -5.065  0.139   0.000   0.000
46639.00    -6.121  0.35    0.000   0.000
46640.00    -6.605  0.482   0.000   0.000
46641.00    -6.661  0.679   0.000   0.000
46642.00    -6.537  0.89    0.000   0.000
46643.00    -6.35   0.876   0.000   0.000
46644.00    -6.215  0.458   0.000   0.000
46645.00    -6.247  -0.223  0.000   0.000
46646.00    -6.523  -0.616  0.000   0.000
46647.00    -6.937  -0.53   0.000   0.000
46648.00    -7.341  -0.184  0.000   0.000
46649.00    -7.655  0.158   0.000   0.000
46650.00    -7.769  0.353   0.000   0.000
46651.00    -7.657  0.451   0.000   0.000
46652.00    -7.41   0.569   0.000   0.000
46653.00    -7.225  0.745   0.000   0.000
46654.00    -7.301  0.902   0.000   0.000
46655.00    -7.673  0.923   0.000   0.000
46656.00    -8.099  0.758   0.000   0.000
46657.00    -8.275  0.462   0.000   0.000
46658.00    -8.092  0.162   0.000   0.000
46659.00    -7.676  -0.014  0.000   0.000
46660.00    -7.233  -0.032  0.000   0.000
46661.00    -7.009  0.056   0.000   0.000
46662.00    -7.149  0.191   0.000   0.000
46663.00    -7.574  0.31    0.000   0.000
46664.00    -8.197  0.361   0.000   0.000
46665.00    -8.983  0.266   0.000   0.000
46666.00    -9.754  -0.003  0.000   0.000
46667.00    -10.164 -0.383  0.000   0.000
46668.00    -9.916  -0.667  0.000   0.000
46669.00    -9.015  -0.619  0.000   0.000
46670.00    -8.206  -0.369  0.000   0.000
46671.00    -7.786  -0.154  0.000   0.000
46672.00    -7.673  -0.097  0.000   0.000
46673.00    -7.751  -0.137  0.000   0.000
46674.00    -7.88   -0.104  0.000   0.000
46675.00    -7.919  0.089   0.000   0.000
46676.00    -7.869  0.367   0.000   0.000
46677.00    -7.808  0.565   0.000   0.000
46678.00    -7.794  0.561   0.000   0.000
46679.00    -7.873  0.347   0.000   0.000
46680.00    -8.114  0.048   0.000   0.000
46681.00    -8.54   -0.151  0.000   0.000
46682.00    -9.071  -0.214  0.000   0.000
46683.00    -9.543  -0.197  0.000   0.000
46684.00    -9.743  -0.137  0.000   0.000
46685.00    -9.535  0.004   0.000   0.000
46686.00    -9.018  0.219   0.000   0.000
46687.00    -8.459  0.428   0.000   0.000
46688.00    -8.112  0.498   0.000   0.000
46689.00    -8.084  0.253   0.000   0.000
46690.00    -8.296  -0.352  0.000   0.000
46691.00    -8.272  -0.317  0.000   0.000
46692.00    -8.133  0.085   0.000   0.000
46693.00    -8.186  0.299   0.000   0.000
46694.00    -8.448  0.356   0.000   0.000
46695.00    -8.762  0.35    0.000   0.000
46696.00    -8.891  0.407   0.000   0.000
46697.00    -8.7    0.600   0.000   0.000
46698.00    -8.267  0.852   0.000   0.000
46699.00    -7.799  0.972   0.000   0.000
46700.00    -7.441  0.86    0.000   0.000
46701.00    -7.19   0.634   0.000   0.000
46702.00    -7.034  0.492   0.000   0.000
46703.00    -7.031  0.521   0.000   0.000
46704.00    -7.188  0.674   0.000   0.000
46705.00    -7.361  0.871   0.000   0.000
46706.00    -7.407  1.035   0.000   0.000
46707.00    -7.329  1.095   0.000   0.000
46708.00    -7.253  1.017   0.000   0.000
46709.00    -7.298  0.842   0.000   0.000
46710.00    -7.481  0.649   0.000   0.000
46711.00    -7.687  0.498   0.000   0.000
46712.00    -7.781  0.383   0.000   0.000
46713.00    -7.663  0.286   0.000   0.000
46714.00    -7.283  0.249   0.000   0.000
46715.00    -6.668  0.339   0.000   0.000
46716.00    -5.993  0.547   0.000   0.000
46717.00    -5.429  0.813   0.000   0.000
46718.00    -5.071  1.07    0.000   0.000
46719.00    -4.953  1.232   0.000   0.000
46720.00    -5.071  1.201   0.000   0.000
46721.00    -5.309  1.085   0.000   0.000
46722.00    -5.595  0.969   0.000   0.000
46723.00    -5.92   0.829   0.000   0.000
46724.00    -6.152  0.737   0.000   0.000
46725.00    -6.104  0.742   0.000   0.000
46726.00    -5.762  0.811   0.000   0.000
46727.00    -5.297  0.85    0.000   0.000
46728.00    -4.856  0.86    0.000   0.000
46729.00    -4.473  0.92    0.000   0.000
46730.00    -4.226  1.082   0.000   0.000
46731.00    -4.287  1.307   0.000   0.000
46732.00    -4.725  1.48    0.000   0.000
46733.00    -5.31   1.572   0.000   0.000
46734.00    -5.665  1.661   0.000   0.000
46735.00    -5.603  1.789   0.000   0.000
46736.00    -5.247  2.027   0.000   0.000
46737.00    -4.795  2.200   0.000   0.000
46738.00    -4.383  2.101   0.000   0.000
46739.00    -4.163  1.671   0.000   0.000
46740.00    -4.07   1.343   0.000   0.000
46741.00    -3.884  1.189   0.000   0.000
46742.00    -3.586  1.186   0.000   0.000
46743.00    -3.452  1.514   0.000   0.000
46744.00    -3.482  2.068   0.000   0.000
46745.00    -3.573  2.524   0.000   0.000
46746.00    -3.73   2.747   0.000   0.000
46747.00    -3.938  2.787   0.000   0.000
46748.00    -4.109  2.724   0.000   0.000
46749.00    -4.187  2.591   0.000   0.000
46750.00    -4.231  2.376   0.000   0.000
46751.00    -4.336  2.087   0.000   0.000
46752.00    -4.5    1.85    0.000   0.000
46753.00    -4.578  1.81    0.000   0.000
46754.00    -4.401  1.935   0.000   0.000
46755.00    -3.925  2.033   0.000   0.000
46756.00    -3.228  2.015   0.000   0.000
46757.00    -2.399  2.005   0.000   0.000
46758.00    -1.596  2.141   0.000   0.000
46759.00    -1.127  2.365   0.000   0.000
46760.00    -1.218  2.495   0.000   0.000
46761.00    -1.718  2.511   0.000   0.000
46762.00    -2.288  2.584   0.000   0.000
46763.00    -2.768  2.799   0.000   0.000
46764.00    -3.167  2.989   0.000   0.000
46765.00    -3.401  2.977   0.000   0.000
46766.00    -3.328  2.828   0.000   0.000
46767.00    -3.03   2.765   0.000   0.000
46768.00    -2.817  2.813   0.000   0.000
46769.00    -2.876  2.716   0.000   0.000
46770.00    -3.056  2.302   0.000   0.000
46771.00    -2.962  2.037   0.000   0.000
46772.00    -2.605  2.200   0.000   0.000
46773.00    -2.239  2.655   0.000   0.000
46774.00    -2.014  3.083   0.000   0.000
46775.00    -2.097  3.282   0.000   0.000
46776.00    -2.396  3.306   0.000   0.000
46777.00    -2.713  3.256   0.000   0.000
46778.00    -2.944  3.107   0.000   0.000
46779.00    -3.081  2.826   0.000   0.000
46780.00    -3.127  2.533   0.000   0.000
46781.00    -3.062  2.424   0.000   0.000
46782.00    -2.802  2.556   0.000   0.000
46783.00    -2.301  2.787   0.000   0.000
46784.00    -1.635  2.969   0.000   0.000
46785.00    -0.951  3.119   0.000   0.000
46786.00    -0.381  3.318   0.000   0.000
46787.00    -0.066  3.501   0.000   0.000
46788.00    -0.063  3.487   0.000   0.000
46789.00    -0.257  3.258   0.000   0.000
46790.00    -0.498  3.023   0.000   0.000
46791.00    -0.81   2.936   0.000   0.000
46792.00    -1.293  2.867   0.000   0.000
46793.00    -1.816  2.612   0.000   0.000
46794.00    -2.078  2.249   0.000   0.000
46795.00    -2.023  2.113   0.000   0.000
46796.00    -1.921  2.344   0.000   0.000
46797.00    -2.019  2.725   0.000   0.000
46798.00    -2.244  2.996   0.000   0.000
46799.00    -2.388  3.176   0.000   0.000
46800.00    -2.406  3.44    0.000   0.000
46801.00    -2.419  3.783   0.000   0.000
46802.00    -2.418  3.968   0.000   0.000
46803.00    -2.267  3.844   0.000   0.000
46804.00    -1.948  3.542   0.000   0.000
46805.00    -1.598  3.273   0.000   0.000
46806.00    -1.314  3.066   0.000   0.000
46807.00    -1.168  2.818   0.000   0.000
46808.00    -1.258  2.538   0.000   0.000
46809.00    -1.612  2.391   0.000   0.000
46810.00    -2.059  2.498   0.000   0.000
46811.00    -2.16   2.779   0.000   0.000
46812.00    -1.797  3.034   0.000   0.000
46813.00    -1.227  3.15    0.000   0.000
46814.00    -0.725  3.136   0.000   0.000
46815.00    -0.46   2.994   0.000   0.000
46816.00    -0.434  2.959   0.000   0.000
46817.00    -0.627  3.006   0.000   0.000
46818.00    -0.939  3.089   0.000   0.000
46819.00    -1.338  3.264   0.000   0.000
46820.00    -1.833  3.406   0.000   0.000
46821.00    -2.308  3.324   0.000   0.000
46822.00    -2.492  3.018   0.000   0.000
46823.00    -2.264  2.722   0.000   0.000
46824.00    -1.856  2.595   0.000   0.000
46825.00    -1.619  2.529   0.000   0.000
46826.00    -1.688  2.507   0.000   0.000
46827.00    -2.003  2.552   0.000   0.000
46828.00    -2.522  2.706   0.000   0.000
46829.00    -3.146  2.899   0.000   0.000
46830.00    -3.543  2.877   0.000   0.000
46831.00    -3.415  2.624   0.000   0.000
46832.00    -3.125  2.476   0.000   0.000
46833.00    -2.914  2.582   0.000   0.000
46834.00    -2.667  2.719   0.000   0.000
46835.00    -2.261  2.539   0.000   0.000
46836.00    -1.922  2.259   0.000   0.000
46837.00    -1.844  2.163   0.000   0.000
46838.00    -1.933  2.319   0.000   0.000
46839.00    -1.942  2.635   0.000   0.000
46840.00    -1.689  2.886   0.000   0.000
46841.00    -1.18   2.971   0.000   0.000
46842.00    -0.623  2.91    0.000   0.000
46843.00    -0.217  2.767   0.000   0.000
46844.00    -0.066  2.59    0.000   0.000
46845.00    -0.227  2.391   0.000   0.000
46846.00    -0.559  2.235   0.000   0.000
46847.00    -0.942  2.147   0.000   0.000
46848.00    -1.33   2.078   0.000   0.000
46849.00    -1.615  1.967   0.000   0.000
46850.00    -1.62   1.819   0.000   0.000
46851.00    -1.372  1.562   0.000   0.000
46852.00    -0.824  1.458   0.000   0.000
46853.00    -0.069  1.607   0.000   0.000
46854.00    0.667   1.802   0.000   0.000
46855.00    1.163   1.907   0.000   0.000
46856.00    1.253   1.94    0.000   0.000
46857.00    0.895   1.931   0.000   0.000
46858.00    0.264   1.831   0.000   0.000
46859.00    -0.342  1.61    0.000   0.000
46860.00    -0.742  1.381   0.000   0.000
46861.00    -0.914  1.287   0.000   0.000
46862.00    -0.872  1.312   0.000   0.000
46863.00    -0.623  1.288   0.000   0.000
46864.00    -0.259  1.122   0.000   0.000
46865.00    0.046   0.91    0.000   0.000
46866.00    0.167   0.815   0.000   0.000
46867.00    0.146   0.884   0.000   0.000
46868.00    0.100   1.018   0.000   0.000
46869.00    0.054   1.078   0.000   0.000
46870.00    -0.092  1.006   0.000   0.000
46871.00    -0.389  0.864   0.000   0.000
46872.00    -0.803  0.771   0.000   0.000
46873.00    -1.226  0.825   0.000   0.000
46874.00    -1.483  1.081   0.000   0.000
46875.00    -1.407  1.511   0.000   0.000
46876.00    -0.987  1.678   0.000   0.000
46877.00    -0.374  1.436   0.000   0.000
46878.00    0.211   0.92    0.000   0.000
46879.00    0.563   0.279   0.000   0.000
46880.00    0.565   -0.283  0.000   0.000
46881.00    0.453   -0.256  0.000   0.000
46882.00    0.446   0.102   0.000   0.000
46883.00    0.536   0.362   0.000   0.000
46884.00    0.600   0.500   0.000   0.000
46885.00    0.514   0.543   0.000   0.000
46886.00    0.296   0.506   0.000   0.000
46887.00    0.081   0.431   0.000   0.000
46888.00    0.009   0.408   0.000   0.000
46889.00    0.16    0.481   0.000   0.000
46890.00    0.55    0.552   0.000   0.000
46891.00    1.122   0.464   0.000   0.000
46892.00    1.729   0.166   0.000   0.000
46893.00    2.151   -0.215  0.000   0.000
46894.00    2.182   -0.513  0.000   0.000
46895.00    1.782   -0.67   0.000   0.000
46896.00    1.289   -0.61   0.000   0.000
46897.00    1.04    -0.328  0.000   0.000
46898.00    1.042   0.059   0.000   0.000
46899.00    1.075   0.427   0.000   0.000
46900.00    0.888   0.634   0.000   0.000
46901.00    0.584   0.506   0.000   0.000
46902.00    0.436   0.085   0.000   0.000
46903.00    0.618   -0.416  0.000   0.000
46904.00    1.113   -0.792  0.000   0.000
46905.00    1.76    -0.887  0.000   0.000
46906.00    2.315   -0.814  0.000   0.000
46907.00    2.617   -0.744  0.000   0.000
46908.00    2.629   -0.798  0.000   0.000
46909.00    2.53    -0.853  0.000   0.000
46910.00    2.565   -0.712  0.000   0.000
46911.00    2.743   -0.408  0.000   0.000
46912.00    2.986   -0.124  0.000   0.000
46913.00    3.201   -0.041  0.000   0.000
46914.00    3.229   -0.241  0.000   0.000
46915.00    2.93    -0.662  0.000   0.000
46916.00    2.627   -1.03   0.000   0.000
46917.00    2.551   -1.156  0.000   0.000
46918.00    2.695   -1.062  0.000   0.000
46919.00    2.917   -0.954  0.000   0.000
46920.00    3.246   -1.22   0.000   0.000
46921.00    3.674   -1.582  0.000   0.000
46922.00    3.998   -1.634  0.000   0.000
46923.00    3.928   -1.353  0.000   0.000
46924.00    3.409   -0.962  0.000   0.000
46925.00    2.699   -0.637  0.000   0.000
46926.00    2.101   -0.335  0.000   0.000
46927.00    1.637   -0.061  0.000   0.000
46928.00    1.152   0.027   0.000   0.000
46929.00    0.704   -0.178  0.000   0.000
46930.00    0.633   -0.561  0.000   0.000
46931.00    1.138   -0.884  0.000   0.000
46932.00    2.025   -1.007  0.000   0.000
46933.00    2.882   -0.959  0.000   0.000
46934.00    3.403   -0.849  0.000   0.000
46935.00    3.536   -0.75   0.000   0.000
46936.00    3.418   -0.675  0.000   0.000
46937.00    3.161   -0.597  0.000   0.000
46938.00    2.77    -0.481  0.000   0.000
46939.00    2.225   -0.308  0.000   0.000
46940.00    1.611   -0.14   0.000   0.000
46941.00    1.208   -0.193  0.000   0.000
46942.00    1.113   -0.549  0.000   0.000
46943.00    1.161   -1.032  0.000   0.000
46944.00    1.179   -1.34   0.000   0.000
46945.00    1.103   -1.262  0.000   0.000
46946.00    0.974   -1.017  0.000   0.000
46947.00    0.852   -0.875  0.000   0.000
46948.00    0.828   -0.884  0.000   0.000
46949.00    1.019   -0.894  0.000   0.000
46950.00    1.395   -0.77   0.000   0.000
46951.00    1.621   -0.588  0.000   0.000
46952.00    1.389   -0.519  0.000   0.000
46953.00    0.772   -0.539  0.000   0.000
46954.00    0.124   -0.444  0.000   0.000
46955.00    -0.348  -0.171  0.000   0.000
46956.00    -0.71   0.05    0.000   0.000
46957.00    -0.928  -0.054  0.000   0.000
46958.00    -0.807  -0.419  0.000   0.000
46959.00    -0.282  -0.717  0.000   0.000
46960.00    0.35    -0.739  0.000   0.000
46961.00    0.694   -0.581  0.000   0.000
46962.00    0.593   -0.42   0.000   0.000
46963.00    0.179   -0.295  0.000   0.000
46964.00    -0.311  -0.177  0.000   0.000
46965.00    -0.683  -0.125  0.000   0.000
46966.00    -0.751  -0.236  0.000   0.000
46967.00    -0.609  -0.463  0.000   0.000
46968.00    -0.539  -0.641  0.000   0.000
46969.00    -0.718  -0.657  0.000   0.000
46970.00    -1.184  -0.532  0.000   0.000
46971.00    -1.594  -0.649  0.000   0.000
46972.00    -1.945  -0.891  0.000   0.000
46973.00    -2.344  -0.879  0.000   0.000
46974.00    -2.655  -0.559  0.000   0.000
46975.00    -2.707  -0.154  0.000   0.000
46976.00    -2.274  -0.082  0.000   0.000
46977.00    -1.457  -0.241  0.000   0.000
46978.00    -0.698  -0.195  0.000   0.000
46979.00    -0.394  0.046   0.000   0.000
46980.00    -0.789  0.147   0.000   0.000
46981.00    -1.793  0.018   0.000   0.000
46982.00    -2.994  -0.114  0.000   0.000
46983.00    -4.034  -0.045  0.000   0.000
46984.00    -4.8    0.136   0.000   0.000
46985.00    -5.22   0.197   0.000   0.000
46986.00    -5.067  0.109   0.000   0.000
46987.00    -4.402  0.074   0.000   0.000
46988.00    -3.672  0.191   0.000   0.000
46989.00    -3.319  0.291   0.000   0.000
46990.00    -3.523  0.203   0.000   0.000
46991.00    -4.13   0.029   0.000   0.000
46992.00    -4.927  -0.021  0.000   0.000
46993.00    -5.712  0.047   0.000   0.000
46994.00    -6.226  0.012   0.000   0.000
46995.00    -6.433  -0.129  0.000   0.000
46996.00    -6.574  -0.172  0.000   0.000
46997.00    -6.743  -0.13   0.000   0.000
46998.00    -6.845  -0.246  0.000   0.000
46999.00    -6.713  -0.728  0.000   0.000
47000.00    -6.47   -0.981  0.000   0.000
47001.00    -6.292  -0.888  0.000   0.000
47002.00    -6.218  -0.512  0.000   0.000
47003.00    -6.222  -0.04   0.000   0.000
47004.00    -6.281  0.264   0.000   0.000
47005.00    -6.363  0.338   0.000   0.000
47006.00    -6.43   0.314   0.000   0.000
47007.00    -6.528  0.273   0.000   0.000
47008.00    -6.793  0.148   0.000   0.000
47009.00    -7.282  -0.111  0.000   0.000
47010.00    -7.851  -0.391  0.000   0.000
47011.00    -8.282  -0.534  0.000   0.000
47012.00    -8.423  -0.533  0.000   0.000
47013.00    -8.236  -0.506  0.000   0.000
47014.00    -7.793  -0.467  0.000   0.000
47015.00    -7.319  -0.311  0.000   0.000
47016.00    -7.053  -0.078  0.000   0.000
47017.00    -6.993  -0.052  0.000   0.000
47018.00    -6.859  -0.466  0.000   0.000
47019.00    -6.603  -1.1    0.000   0.000
47020.00    -6.641  -1.438  0.000   0.000
47021.00    -7.136  -1.366  0.000   0.000
47022.00    -7.828  -1.18   0.000   0.000
47023.00    -8.349  -1.141  0.000   0.000
47024.00    -8.597  -1.197  0.000   0.000
47025.00    -8.723  -1.16   0.000   0.000
47026.00    -8.859  -1.005  0.000   0.000
47027.00    -8.969  -0.88   0.000   0.000
47028.00    -9.025  -0.842  0.000   0.000
47029.00    -9.12   -0.749  0.000   0.000
47030.00    -9.337  -0.483  0.000   0.000
47031.00    -9.611  -0.287  0.000   0.000
47032.00    -9.766  -0.312  0.000   0.000
47033.00    -9.61   -0.402  0.000   0.000
47034.00    -9.027  -0.281  0.000   0.000
47035.00    -8.509  -0.174  0.000   0.000
47036.00    -8.48   -0.151  0.000   0.000
47037.00    -8.932  -0.194  0.000   0.000
47038.00    -9.637  -0.308  0.000   0.000
47039.00    -10.255 -0.45   0.000   0.000
47040.00    -10.417 -0.573  0.000   0.000
47041.00    -10.029 -0.651  0.000   0.000
47042.00    -9.29   -0.624  0.000   0.000
47043.00    -8.587  -0.416  0.000   0.000
47044.00    -8.29   -0.075  0.000   0.000
47045.00    -8.45   0.183   0.000   0.000
47046.00    -8.761  0.165   0.000   0.000
47047.00    -8.99   -0.054  0.000   0.000
47048.00    -9.275  -0.206  0.000   0.000
47049.00    -9.842  -0.165  0.000   0.000
47050.00    -10.563 -0.089  0.000   0.000
47051.00    -11.005 -0.149  0.000   0.000
47052.00    -10.949 -0.292  0.000   0.000
47053.00    -10.581 -0.333  0.000   0.000
47054.00    -10.176 -0.225  0.000   0.000
47055.00    -9.859  -0.114  0.000   0.000
47056.00    -9.614  -0.112  0.000   0.000
47057.00    -9.438  -0.129  0.000   0.000
47058.00    -9.309  -0.007  0.000   0.000
47059.00    -9.117  0.263   0.000   0.000
47060.00    -8.764  0.515   0.000   0.000
47061.00    -8.383  0.58    0.000   0.000
47062.00    -8.196  0.436   0.000   0.000
47063.00    -8.331  0.203   0.000   0.000
47064.00    -8.724  0.02    0.000   0.000
47065.00    -9.242  -0.074  0.000   0.000
47066.00    -9.577  -0.147  0.000   0.000
47067.00    -9.584  -0.248  0.000   0.000
47068.00    -9.251  -0.374  0.000   0.000
47069.00    -8.618  -0.444  0.000   0.000
47070.00    -7.876  -0.359  0.000   0.000
47071.00    -7.311  -0.089  0.000   0.000
47072.00    -7.129  0.293   0.000   0.000
47073.00    -7.287  0.627   0.000   0.000
47074.00    -7.541  0.756   0.000   0.000
47075.00    -7.731  0.651   0.000   0.000
47076.00    -7.946  0.444   0.000   0.000
47077.00    -8.366  0.274   0.000   0.000
47078.00    -8.949  0.16    0.000   0.000
47079.00    -9.362  0.082   0.000   0.000
47080.00    -9.281  0.097   0.000   0.000
47081.00    -8.711  0.264   0.000   0.000
47082.00    -7.906  0.515   0.000   0.000
47083.00    -7.139  0.67    0.000   0.000
47084.00    -6.603  0.608   0.000   0.000
47085.00    -6.414  0.389   0.000   0.000
47086.00    -6.384  0.27    0.000   0.000
47087.00    -6.344  0.39    0.000   0.000
47088.00    -6.341  0.658   0.000   0.000
47089.00    -6.444  0.948   0.000   0.000
47090.00    -6.725  1.123   0.000   0.000
47091.00    -7.055  1.224   0.000   0.000
47092.00    -7.282  1.206   0.000   0.000
47093.00    -7.361  1.096   0.000   0.000
47094.00    -7.273  1.006   0.000   0.000
47095.00    -6.979  0.973   0.000   0.000
47096.00    -6.469  0.959   0.000   0.000
47097.00    -5.804  0.947   0.000   0.000
47098.00    -5.128  0.961   0.000   0.000
47099.00    -4.629  1.007   0.000   0.000
47100.00    -4.44   1.06    0.000   0.000
47101.00    -4.597  1.185   0.000   0.000
47102.00    -4.908  1.365   0.000   0.000
47103.00    -5.121  1.497   0.000   0.000
47104.00    -5.123  1.489   0.000   0.000
47105.00    -5.033  1.279   0.000   0.000
47106.00    -5.125  1.015   0.000   0.000
47107.00    -5.393  0.856   0.000   0.000
47108.00    -5.526  0.869   0.000   0.000
47109.00    -5.24   1.06    0.000   0.000
47110.00    -4.455  1.315   0.000   0.000
47111.00    -3.587  1.43    0.000   0.000
47112.00    -2.974  1.36    0.000   0.000
47113.00    -2.673  1.272   0.000   0.000
47114.00    -2.695  1.326   0.000   0.000
47115.00    -3.032  1.518   0.000   0.000
47116.00    -3.601  1.699   0.000   0.000
47117.00    -4.19   1.766   0.000   0.000
47118.00    -4.579  1.733   0.000   0.000
47119.00    -4.704  1.656   0.000   0.000
47120.00    -4.653  1.566   0.000   0.000
47121.00    -4.532  1.498   0.000   0.000
47122.00    -4.375  1.518   0.000   0.000
47123.00    -4.212  1.647   0.000   0.000
47124.00    -4.126  1.807   0.000   0.000
47125.00    -4.098  1.91    0.000   0.000
47126.00    -4.076  1.935   0.000   0.000
47127.00    -4.039  1.941   0.000   0.000
47128.00    -3.996  2.006   0.000   0.000
47129.00    -3.955  2.164   0.000   0.000
47130.00    -3.876  2.389   0.000   0.000
47131.00    -3.763  2.548   0.000   0.000
47132.00    -3.563  2.569   0.000   0.000
47133.00    -3.235  2.47    0.000   0.000
47134.00    -2.848  2.352   0.000   0.000
47135.00    -2.527  2.391   0.000   0.000
47136.00    -2.336  2.569   0.000   0.000
47137.00    -2.222  2.66    0.000   0.000
47138.00    -2.123  2.326   0.000   0.000
47139.00    -1.873  1.954   0.000   0.000
47140.00    -1.522  1.794   0.000   0.000
47141.00    -1.224  1.859   0.000   0.000
47142.00    -1.099  2.151   0.000   0.000
47143.00    -1.287  2.483   0.000   0.000
47144.00    -1.826  2.586   0.000   0.000
47145.00    -2.532  2.373   0.000   0.000
47146.00    -3.189  2.099   0.000   0.000
47147.00    -3.696  2.006   0.000   0.000
47148.00    -4.066  2.118   0.000   0.000
47149.00    -4.232  2.356   0.000   0.000
47150.00    -3.987  2.35    0.000   0.000
47151.00    -3.544  2.226   0.000   0.000
47152.00    -3.221  2.218   0.000   0.000
47153.00    -3.113  2.251   0.000   0.000
47154.00    -3.119  2.212   0.000   0.000
47155.00    -3.094  2.148   0.000   0.000
47156.00    -3.027  2.192   0.000   0.000
