#
#  Stripped version of finals.all.orig file
#
#
#            Bull A      Bull A      Bull B     Bull B
#  MJD         dX          dY          dX         dY
#
51373.00     -0.041     -0.006       0.113       0.172
51374.00     -0.041     -0.058       0.010       0.300
51375.00     -0.026     -0.069       0.074       0.471
51376.00     -0.001     -0.017       0.190       0.572
51377.00      0.021      0.068       0.319       0.511
51378.00      0.036      0.132       0.355       0.295
51379.00      0.035      0.131       0.195       0.260
51380.00      0.004      0.068      -0.018       0.203
51381.00     -0.028      0.016      -0.158       0.112
51382.00     -0.035     -0.004      -0.215      -0.081
51383.00     -0.019     -0.005      -0.233      -0.313
51384.00     -0.001      0.003      -0.196      -0.468
51385.00     -0.001      0.016      -0.099      -0.404
51386.00     -0.010      0.021      -0.065      -0.187
51387.00     -0.020      0.020      -0.065      -0.119
51388.00     -0.043      0.020      -0.113      -0.050
51389.00     -0.092      0.013      -0.160       0.062
51390.00     -0.151     -0.018      -0.076       0.091
51391.00     -0.199     -0.067      -0.077       0.075
51392.00     -0.228     -0.117      -0.100       0.181
51393.00     -0.239     -0.158      -0.199       0.049
51394.00     -0.223     -0.198      -0.242      -0.127
51395.00     -0.168     -0.233      -0.052      -0.265
51396.00     -0.084     -0.239       0.132      -0.358
51397.00      0.006     -0.205       0.362      -0.204
51398.00      0.088     -0.152       0.435       0.046
51399.00      0.148     -0.116       0.425       0.006
51400.00      0.161     -0.102       0.301      -0.052
51401.00      0.105     -0.091       0.160      -0.158
51402.00      0.004     -0.064       0.047       0.075
51403.00     -0.096     -0.076      -0.071       0.255
51404.00     -0.171     -0.132      -0.038       0.535
51405.00     -0.211     -0.185       0.049       0.505
51406.00     -0.209     -0.207       0.116       0.413
51407.00     -0.161     -0.172       0.199       0.281
51408.00     -0.071     -0.057       0.109       0.138
51409.00      0.009      0.082      -0.039      -0.009
51410.00      0.066      0.205      -0.109      -0.260
51411.00      0.099      0.282      -0.174      -0.591
51412.00      0.104      0.286      -0.104      -0.773
51413.00      0.091      0.214      -0.008      -0.796
51414.00      0.086      0.063       0.101      -0.592
51415.00      0.106     -0.154       0.104      -0.221
51416.00      0.130     -0.337       0.135      -0.137
51417.00      0.140     -0.441       0.133      -0.245
51418.00      0.135     -0.492       0.102      -0.396
51419.00      0.124     -0.511       0.190      -0.414
51420.00      0.113     -0.492       0.198      -0.251
51421.00      0.103     -0.426       0.186      -0.210
51422.00      0.095     -0.337       0.176      -0.228
51423.00      0.096     -0.260       0.204      -0.239
51424.00      0.113     -0.197       0.269      -0.360
51425.00      0.142     -0.122       0.602      -2.311
51426.00      0.173     -0.039       0.858      -2.223
51427.00      0.199      0.029       0.930      -1.797
51428.00      0.220      0.072       0.816      -1.086
51429.00      0.237      0.096       0.583      -0.135
51430.00      0.245      0.092       0.324       0.948
51431.00      0.242      0.047       0.049       1.792
51432.00      0.230     -0.032      -0.252       2.250
51433.00      0.214     -0.119      -0.469       2.185
51434.00      0.192     -0.205      -0.501       1.734
51435.00      0.160     -0.291      -0.402       0.858
51436.00      0.123     -0.354      -0.236      -0.041
51437.00      0.093     -0.352      -0.087      -1.148
51438.00      0.073     -0.286       0.130      -2.144
51439.00      0.052     -0.204       0.438      -2.720
51440.00      0.024     -0.146       0.778      -2.881
51441.00      0.009     -0.102       1.031      -2.333
51442.00      0.028     -0.054       0.992      -1.383
51443.00      0.078     -0.012       0.682      -0.153
51444.00      0.104     -0.001       0.221       1.002
51445.00      0.093     -0.029      -0.276       1.624
51446.00      0.058     -0.083      -0.717       1.840
51447.00      0.008     -0.154      -1.049       1.687
51448.00     -0.048     -0.221      -1.136       1.319
51449.00     -0.098     -0.252      -0.947       0.765
51450.00     -0.130     -0.236      -0.515      -0.013
51451.00     -0.133     -0.185      -0.027      -0.985
51452.00     -0.108     -0.115       0.515      -2.015
51453.00     -0.059     -0.035       0.998      -2.555
51454.00      0.003      0.043       1.294      -2.614
51455.00      0.055      0.088       1.891       0.284
51456.00      0.079      0.070       1.236       0.281
51457.00      0.078     -0.020       0.368       0.051
51458.00      0.068     -0.119      -0.291      -0.115
51459.00      0.052     -0.197      -0.645      -0.127
51460.00      0.031     -0.250      -0.646      -0.287
51461.00      0.012     -0.261      -0.488      -0.240
51462.00      0.003     -0.231      -0.220      -0.299
51463.00      0.005     -0.178       0.021      -0.125
51464.00      0.019     -0.108       0.116       0.021
51465.00      0.039     -0.038       0.335       0.133
51466.00      0.057      0.027       0.802       0.256
51467.00      0.058      0.056       1.384       0.416
51468.00      0.045      0.021       1.766       0.366
51469.00      0.035     -0.047       1.673       0.329
51470.00      0.039     -0.103       1.125       0.091
51471.00      0.047     -0.137       0.312       0.031
51472.00      0.057     -0.174      -0.353      -0.194
51473.00      0.077     -0.222      -0.694      -0.437
51474.00      0.109     -0.265      -0.604      -0.580
51475.00      0.143     -0.290      -0.297      -0.660
51476.00      0.156     -0.285       0.038      -0.473
51477.00      0.133     -0.250       0.265      -0.221
51478.00      0.082     -0.209       0.111      -0.168
51479.00      0.045     -0.207      -0.065      -0.264
51480.00      0.038     -0.229      -0.188      -0.576
51481.00      0.049     -0.241      -0.207      -0.879
51482.00      0.067     -0.241      -0.152      -0.839
51483.00      0.084     -0.248       0.013      -0.704
51484.00      0.087     -0.255       0.110      -0.360
51485.00      0.074     -0.252       0.098      -0.232
51486.00      0.054     -0.243       0.168      -0.030
51487.00      0.035     -0.234       0.203       0.100
51488.00      0.014     -0.216       0.205       0.126
51489.00     -0.007     -0.172       0.213      -0.083
51490.00     -0.017     -0.112       0.194      -0.089
51491.00     -0.010     -0.064       0.134      -0.125
51492.00      0.011     -0.041       0.063       0.027
51493.00      0.048     -0.020       0.031       0.029
51494.00      0.093      0.020       0.064       0.033
51495.00      0.128      0.057       0.157      -0.103
51496.00      0.150      0.054       0.345      -0.139
51497.00      0.169      0.014       0.477      -0.014
51498.00      0.180     -0.042       0.424      -0.073
51499.00      0.162     -0.114       0.236      -0.172
51500.00      0.131     -0.181       0.067      -0.125
51501.00      0.111     -0.228      -0.031      -0.040
51502.00      0.105     -0.251      -0.144      -0.017
51503.00      0.110     -0.250      -0.219      -0.345
51504.00      0.118     -0.221      -0.192      -0.336
51505.00      0.115     -0.166      -0.041      -0.183
51506.00      0.094     -0.127       0.132      -0.083
51507.00      0.074     -0.146       0.243      -0.220
51508.00      0.081     -0.194       0.358      -0.480
51509.00      0.110     -0.209       0.397      -0.680
51510.00      0.138     -0.182       0.420      -0.662
51511.00      0.156     -0.154       0.401      -0.455
51512.00      0.165     -0.141       0.374      -0.230
51513.00      0.166     -0.130       0.255      -0.078
51514.00      0.167     -0.125       0.097      -0.003
51515.00      0.172     -0.139      -0.062       0.195
51516.00      0.175     -0.164      -0.128       0.233
51517.00      0.166     -0.174      -0.069       0.200
51518.00      0.151     -0.160       0.011       0.107
51519.00      0.136     -0.133       0.069      -0.045
51520.00      0.116     -0.110       0.147      -0.002
51521.00      0.082     -0.120       0.237      -0.098
51522.00      0.035     -0.158       0.265      -0.193
51523.00     -0.023     -0.206       0.314      -0.224
51524.00     -0.084     -0.255       0.386      -0.230
51525.00     -0.127     -0.284       0.348      -0.151
51526.00     -0.142     -0.275       0.180      -0.157
51527.00     -0.132     -0.240      -0.024      -0.115
51528.00     -0.099     -0.226      -0.198      -0.106
51529.00     -0.040     -0.230      -0.333       0.001
51530.00      0.032     -0.241      -0.442      -0.027
51531.00      0.102     -0.273      -0.442      -0.188
51532.00      0.172     -0.320      -0.323      -0.353
51533.00      0.243     -0.337      -0.032      -0.329
51534.00      0.283     -0.317       0.302      -0.281
51535.00      0.268     -0.308       0.472      -0.271
51536.00      0.220     -0.336       0.491      -0.466
51537.00      0.170     -0.359       0.416      -0.625
51538.00      0.121     -0.344       0.257      -0.368
51539.00      0.063     -0.307       0.157      -0.135
51540.00     -0.002     -0.269       0.014      -0.062
51541.00     -0.064     -0.227      -0.033      -0.149
51542.00     -0.108     -0.192      -0.151      -0.199
51543.00     -0.130     -0.182      -0.260      -0.096
51544.00     -0.135     -0.204      -0.252      -0.119
51545.00      0.121     -0.258      -0.111      -0.079
51546.00      0.105     -0.271       0.049      -0.072
51547.00      0.104     -0.278       0.159      -0.312
51548.00      0.116     -0.272       0.230      -0.279
51549.00      0.211     -0.323       0.321      -0.157
51550.00      0.225     -0.324       0.388      -0.121
51551.00      0.236     -0.336       0.519      -0.046
51552.00      0.233     -0.340       0.525       0.138
51553.00      0.219     -0.327       0.575       0.344
51554.00      0.203     -0.299       0.496       0.538
51555.00      0.185     -0.279       0.413       0.616
51556.00      0.142     -0.255       0.233       0.624
51557.00      0.126     -0.260       0.037       0.675
51558.00      0.115     -0.258      -0.168       0.590
51559.00      0.099     -0.268      -0.259       0.398
51560.00      0.084     -0.298      -0.202       0.081
51561.00      0.093     -0.315       0.089      -0.001
51562.00      0.122     -0.288       0.446       0.156
51563.00      0.070     -0.143       0.629       0.265
51564.00      0.064     -0.125       0.672       0.320
51565.00      0.049     -0.140       0.540       0.263
51566.00      0.040     -0.160       0.323       0.559
51567.00      0.037     -0.170       0.094       0.920
51568.00      0.031     -0.167      -0.053       1.015
51569.00      0.018     -0.148      -0.081       0.793
51570.00      0.044     -0.169      -0.203       0.652
51571.00      0.034     -0.157      -0.264       0.396
51572.00      0.023     -0.159      -0.276       0.326
51573.00      0.010     -0.167      -0.199       0.297
51574.00      0.003     -0.180      -0.063       0.207
51575.00      0.011     -0.193      -0.005      -0.018
51576.00      0.026     -0.189       0.011      -0.015
51577.00      0.041     -0.189       0.071       0.108
51578.00      0.052     -0.177       0.134       0.284
51579.00      0.061     -0.186       0.218       0.367
51580.00      0.059     -0.198       0.312       0.089
51581.00      0.044     -0.192       0.366      -0.178
51582.00      0.025     -0.173       0.444      -0.177
51583.00      0.010     -0.158       0.350      -0.097
51584.00      0.003     -0.179       0.190       0.024
51585.00     -0.019     -0.183      -0.044      -0.078
51586.00     -0.028     -0.188      -0.271      -0.151
51587.00     -0.021     -0.195      -0.368      -0.281
51588.00     -0.014     -0.201      -0.330      -0.483
51589.00     -0.013     -0.195      -0.114      -0.374
51590.00     -0.011     -0.179       0.060      -0.188
51591.00     -0.003     -0.162       0.213      -0.048
51592.00      0.005     -0.151       0.295      -0.015
51593.00      0.005     -0.143       0.226      -0.087
51594.00     -0.003     -0.136       0.149       0.062
51595.00     -0.016     -0.138       0.046       0.285
51596.00     -0.033     -0.141      -0.039       0.191
51597.00     -0.052     -0.138      -0.062      -0.023
51598.00     -0.066     -0.129      -0.060      -0.438
51599.00     -0.076     -0.128      -0.032      -0.648
51600.00     -0.084     -0.129       0.034      -0.669
51601.00     -0.089     -0.124       0.096      -0.493
51602.00     -0.082     -0.117       0.132      -0.352
51603.00     -0.060     -0.116       0.118      -0.181
51604.00     -0.037     -0.115       0.031      -0.122
51605.00     -0.108     -0.058      -0.029       0.071
51606.00     -0.106     -0.047      -0.010       0.162
51607.00     -0.107     -0.054       0.022       0.264
51608.00     -0.112     -0.073       0.024       0.145
51609.00     -0.122     -0.083      -0.048      -0.022
51610.00     -0.133     -0.079      -0.133      -0.200
51611.00     -0.139     -0.078      -0.227      -0.208
51612.00     -0.181     -0.084      -0.307      -0.086
51613.00     -0.192     -0.084      -0.335      -0.066
51614.00     -0.197     -0.085      -0.337      -0.055
51615.00     -0.181     -0.092      -0.233      -0.047
51616.00     -0.155     -0.090      -0.111      -0.143
51617.00     -0.143     -0.071       0.005      -0.069
51618.00     -0.150     -0.056       0.011       0.050
51619.00     -0.051     -0.004      -0.012       0.130
51620.00     -0.051     -0.035      -0.024       0.247
51621.00     -0.041     -0.043      -0.005       0.177
51622.00     -0.037     -0.024       0.047       0.201
51623.00     -0.047     -0.009       0.094       0.292
51624.00     -0.069     -0.011       0.063       0.221
51625.00     -0.089     -0.017       0.042       0.091
51626.00     -0.097     -0.070       0.067      -0.349
51627.00     -0.107     -0.067       0.070      -0.557
51628.00     -0.117     -0.069       0.170      -0.537
51629.00     -0.121     -0.068       0.213      -0.517
51630.00     -0.108     -0.059       0.228      -0.290
51631.00     -0.084     -0.052       0.090      -0.111
51632.00     -0.061     -0.049      -0.034       0.038
51633.00     -0.084     -0.054      -0.072       0.298
51634.00     -0.089     -0.036      -0.079       0.462
51635.00     -0.104     -0.038       0.047       0.574
51636.00     -0.122     -0.066       0.157       0.583
51637.00     -0.135     -0.092       0.227       0.311
51638.00     -0.143     -0.097       0.181       0.071
51639.00     -0.150     -0.095       0.087      -0.005
51640.00     -0.157     -0.098       0.008       0.024
51641.00     -0.159     -0.116       0.007       0.151
51642.00     -0.154     -0.108       0.042       0.191
51643.00     -0.146     -0.107       0.123       0.136
51644.00     -0.139     -0.115       0.163       0.039
51645.00     -0.138     -0.113       0.148      -0.165
51646.00     -0.141     -0.104       0.081      -0.198
51647.00     -0.230     -0.105      -0.002      -0.076
51648.00     -0.219     -0.122      -0.111       0.061
51649.00     -0.205     -0.124      -0.208       0.207
51650.00     -0.198     -0.103      -0.221       0.266
51651.00     -0.206     -0.087      -0.159       0.307
51652.00     -0.222     -0.090      -0.227       0.287
51653.00     -0.233     -0.099      -0.306       0.101
51654.00     -0.325     -0.066      -0.396      -0.191
51655.00     -0.325     -0.057      -0.411      -0.416
51656.00     -0.325     -0.061      -0.319      -0.453
51657.00     -0.314     -0.071      -0.257      -0.536
51658.00     -0.288     -0.078      -0.137      -0.413
51659.00     -0.259     -0.079      -0.076      -0.304
51660.00     -0.236     -0.074      -0.074      -0.022
51661.00     -0.193     -0.055      -0.123       0.318
51662.00     -0.190     -0.016      -0.207       0.511
51663.00     -0.202     -0.007      -0.223       0.576
51664.00     -0.220     -0.044      -0.090       0.728
51665.00     -0.227     -0.088       0.019       0.650
51666.00     -0.224     -0.099       0.017       0.533
51667.00     -0.225     -0.087      -0.098       0.152
51668.00     -0.232     -0.101      -0.168       0.140
51669.00     -0.227     -0.102      -0.173       0.218
51670.00     -0.208     -0.099      -0.038       0.208
51671.00     -0.186     -0.101       0.075       0.190
51672.00     -0.177     -0.117      -0.013      -0.066
51673.00     -0.178     -0.130      -0.071      -0.188
51674.00     -0.178     -0.130      -0.113      -0.209
51675.00     -0.169     -0.121      -0.182      -0.099
51676.00     -0.156     -0.107      -0.266       0.282
51677.00     -0.148     -0.087      -0.388       0.468
51678.00     -0.151     -0.061      -0.450       0.604
51679.00     -0.167     -0.049      -0.456       0.635
51680.00     -0.188     -0.057      -0.405       0.360
51681.00     -0.200     -0.070      -0.369       0.069
51682.00     -0.230     -0.109      -0.339      -0.309
51683.00     -0.220     -0.111      -0.339      -0.427
51684.00     -0.211     -0.118      -0.271      -0.460
51685.00     -0.191     -0.128      -0.132      -0.420
51686.00     -0.159     -0.130      -0.031      -0.435
51687.00     -0.135     -0.131       0.162      -0.362
51688.00     -0.127     -0.131       0.328      -0.190
51689.00     -0.074     -0.077       0.329       0.118
51690.00     -0.075     -0.037       0.184       0.218
51691.00     -0.084     -0.020       0.077       0.177
51692.00     -0.097     -0.055       0.091       0.211
51693.00     -0.098     -0.104       0.235       0.327
51694.00     -0.089     -0.112       0.277       0.201
51695.00     -0.086     -0.089       0.234      -0.128
51696.00      0.032     -0.076       0.145      -0.319
51697.00      0.019     -0.075       0.259      -0.311
51698.00      0.014     -0.075       0.368      -0.082
51699.00      0.014     -0.081       0.412       0.021
51700.00      0.017     -0.098       0.313      -0.093
51701.00      0.019     -0.109       0.163      -0.064
51702.00      0.015     -0.106       0.118       0.072
51703.00      0.006     -0.095       0.106       0.204
51704.00     -0.005     -0.079       0.156       0.347
51705.00     -0.018     -0.050       0.060       0.579
51706.00     -0.038     -0.021      -0.136       0.603
51707.00     -0.065     -0.009      -0.258       0.472
51708.00     -0.097     -0.015      -0.313       0.237
51709.00     -0.120     -0.028      -0.252      -0.035
51710.00     -0.237     -0.028      -0.172      -0.292
51711.00     -0.212     -0.043      -0.137      -0.364
51712.00     -0.189     -0.055      -0.137      -0.156
51713.00     -0.166     -0.051      -0.199      -0.139
51714.00     -0.139     -0.032      -0.143      -0.057
51715.00     -0.122     -0.021      -0.102      -0.009
51716.00     -0.127     -0.029      -0.040       0.186
51717.00     -0.108     -0.005      -0.081       0.373
51718.00     -0.117      0.005      -0.249       0.458
51719.00     -0.118      0.012      -0.397       0.374
51720.00     -0.115     -0.012      -0.423       0.375
51721.00     -0.103     -0.045      -0.257       0.428
51722.00     -0.091     -0.043      -0.106       0.408
51723.00     -0.090     -0.018      -0.000       0.264
51724.00     -0.072     -0.059       0.091      -0.039
51725.00     -0.070     -0.058       0.216      -0.215
51726.00     -0.065     -0.053       0.399      -0.156
51727.00     -0.067     -0.052       0.449      -0.159
51728.00     -0.064     -0.065       0.252      -0.315
51729.00     -0.048     -0.075       0.093      -0.376
51730.00     -0.030     -0.072       0.012      -0.219
51731.00     -0.049     -0.127      -0.030      -0.044
51732.00     -0.056     -0.118       0.057       0.009
51733.00     -0.067     -0.094       0.017      -0.112
51734.00     -0.075     -0.065      -0.080      -0.048
51735.00     -0.083     -0.059      -0.248       0.030
51736.00     -0.092     -0.073      -0.261       0.007
51737.00     -0.098     -0.089      -0.108      -0.095
51738.00     -0.080     -0.116       0.079      -0.202
51739.00     -0.053     -0.123       0.264      -0.217
51740.00     -0.027     -0.125       0.305      -0.076
51741.00     -0.017     -0.112       0.303      -0.123
51742.00     -0.012     -0.093       0.213      -0.127
51743.00     -0.009     -0.082       0.185      -0.093
51744.00     -0.018     -0.092       0.158      -0.087
51745.00     -0.005     -0.099       0.041      -0.004
51746.00     -0.023     -0.102      -0.087       0.162
51747.00     -0.026     -0.095      -0.318       0.167
51748.00     -0.022     -0.098      -0.403       0.089
51749.00     -0.016     -0.110      -0.342       0.114
51750.00     -0.017     -0.111      -0.240       0.108
51751.00     -0.031     -0.099      -0.071      -0.026
51752.00     -0.045     -0.093       0.033      -0.190
51753.00     -0.040     -0.089       0.223      -0.203
51754.00     -0.018     -0.077       0.288      -0.184
51755.00     -0.004     -0.066       0.353      -0.172
51756.00     -0.000     -0.073       0.277      -0.397
51757.00      0.004     -0.082       0.128      -0.477
51758.00      0.012     -0.081       0.012      -0.189
51759.00      0.001     -0.088      -0.027       0.122
51760.00     -0.006     -0.083       0.044       0.145
51761.00     -0.016     -0.063       0.088       0.018
51762.00     -0.022     -0.039       0.017      -0.105
51763.00     -0.018     -0.040      -0.101       0.019
51764.00     -0.009     -0.067      -0.147       0.069
51765.00      0.002     -0.086      -0.059       0.042
51766.00      0.082     -0.046       0.127      -0.121
51767.00      0.102     -0.030       0.316      -0.228
51768.00      0.116     -0.016       0.473      -0.304
51769.00      0.109     -0.011       0.519      -0.196
51770.00      0.093     -0.015       0.575      -0.187
51771.00      0.084     -0.027       0.565      -0.169
51772.00      0.077     -0.035       0.489      -0.139
51773.00      0.121     -0.049       0.393       0.086
51774.00      0.093     -0.034       0.229       0.191
51775.00      0.073     -0.017       0.092       0.314
51776.00      0.060     -0.008      -0.091       0.316
51777.00      0.046     -0.009      -0.155       0.209
51778.00      0.029     -0.016      -0.151       0.123
51779.00      0.011     -0.028       0.003       0.076
51780.00     -0.007     -0.031       0.155       0.085
51781.00     -0.015     -0.019       0.212       0.124
51782.00     -0.007      0.004       0.220       0.088
51783.00      0.008      0.016       0.110       0.057
51784.00      0.013      0.011      -0.016      -0.030
51785.00      0.003      0.011      -0.134      -0.049
51786.00     -0.018      0.021      -0.258       0.160
51787.00     -0.082      0.096      -0.390       0.387
51788.00     -0.097      0.096      -0.423       0.494
51789.00     -0.108      0.102      -0.572       0.434
51790.00     -0.114      0.113      -0.559       0.111
51791.00     -0.113      0.104      -0.245       0.012
51792.00     -0.104      0.078      -0.193      -0.015
51793.00     -0.091      0.064      -0.132      -0.092
51794.00      0.008      0.067       0.040      -0.154
51795.00      0.024      0.090       0.217      -0.340
51796.00      0.030      0.099       0.308      -0.404
51797.00      0.019      0.090       0.366      -0.297
51798.00      0.005      0.070       0.307      -0.103
51799.00      0.005      0.052       0.187       0.077
51800.00      0.010      0.054      -0.036       0.052
51801.00     -0.002      0.048      -0.198       0.037
51802.00     -0.017      0.066      -0.352       0.052
51803.00     -0.029      0.066      -0.440       0.114
51804.00     -0.032      0.058      -0.466       0.233
51805.00     -0.033      0.054      -0.419       0.197
51806.00     -0.033      0.050      -0.251       0.176
51807.00     -0.026      0.035      -0.034       0.029
51808.00      0.013     -0.011       0.284       0.034
51809.00      0.024     -0.007       0.458       0.083
51810.00      0.033      0.010       0.438       0.162
51811.00      0.043      0.016       0.387      -0.035
51812.00      0.053      0.010       0.324      -0.166
51813.00      0.052      0.016       0.277      -0.240
51814.00      0.037      0.039       0.235      -0.100
51815.00      0.017      0.054       0.177       0.109
51816.00     -0.009      0.078       0.101       0.308
51817.00     -0.014      0.068       0.034       0.298
51818.00     -0.012      0.064       0.055       0.165
51819.00     -0.008      0.052       0.087       0.141
51820.00     -0.001      0.035       0.137       0.222
51821.00      0.013      0.034       0.213       0.159
51822.00      0.031      0.101       0.198       0.035
51823.00      0.047      0.110       0.291      -0.110
51824.00      0.048      0.092       0.350      -0.127
51825.00      0.037      0.063       0.402      -0.030
51826.00      0.027      0.047       0.338       0.108
51827.00      0.026      0.052       0.257       0.235
51828.00      0.028      0.070       0.086       0.178
51829.00     -0.010      0.086      -0.105       0.036
51830.00     -0.020      0.091      -0.220      -0.095
51831.00     -0.024      0.074      -0.277       0.019
51832.00     -0.020      0.052      -0.306       0.225
51833.00     -0.015      0.049      -0.273       0.433
51834.00     -0.012      0.060      -0.158       0.377
51835.00     -0.007      0.058       0.092       0.248
51836.00     -0.034      0.045       0.296      -0.035
51837.00     -0.015      0.026       0.448      -0.064
51838.00      0.001      0.028       0.448      -0.143
51839.00      0.008      0.034       0.374      -0.147
51840.00      0.006      0.035       0.264      -0.099
51841.00     -0.002      0.041       0.129      -0.134
51842.00     -0.011      0.055       0.032      -0.076
51843.00     -0.021      0.060      -0.020       0.071
51844.00     -0.029      0.048      -0.088       0.133
51845.00     -0.030      0.033      -0.211       0.162
51846.00     -0.023      0.024      -0.225       0.085
51847.00     -0.014      0.012      -0.155       0.050
51848.00     -0.004     -0.008      -0.071       0.032
51849.00      0.012     -0.014       0.038      -0.256
51850.00      0.036      0.002       0.205      -0.164
51851.00      0.055      0.009       0.295      -0.237
51852.00      0.060     -0.019       0.370      -0.264
51853.00      0.055     -0.056       0.388      -0.189
51854.00      0.051     -0.065       0.312      -0.172
51855.00      0.046     -0.043       0.156      -0.232
51856.00      0.037     -0.020       0.002      -0.449
51857.00      0.030     -0.013      -0.115      -0.687
51858.00      0.031     -0.012      -0.279      -0.891
51859.00      0.038     -0.014      -0.360      -0.889
51860.00      0.042     -0.014      -0.429      -0.527
51861.00      0.039     -0.009      -0.352      -0.155
51862.00      0.035     -0.004      -0.251       0.076
51863.00      0.035     -0.019      -0.125       0.035
51864.00      0.044     -0.048       0.086      -0.265
51865.00      0.060     -0.066       0.235      -0.400
51866.00      0.082     -0.055       0.351      -0.460
51867.00      0.098     -0.026       0.334      -0.499
51868.00      0.097     -0.000       0.275      -0.320
51869.00      0.082      0.015       0.176      -0.268
51870.00      0.069      0.016       0.070      -0.142
51871.00      0.062      0.003       0.050      -0.047
51872.00      0.057     -0.018      -0.001       0.012
51873.00      0.052     -0.028      -0.053       0.070
51874.00      0.053     -0.024      -0.085       0.086
51875.00      0.061     -0.031      -0.050       0.169
51876.00      0.074     -0.061       0.104       0.242
51877.00      0.091     -0.085       0.283       0.216
51878.00      0.113     -0.081       0.425       0.087
51879.00      0.128     -0.064       0.581      -0.054
51880.00      0.155      0.008       0.595      -0.222
51881.00      0.152     -0.017       0.602      -0.120
51882.00      0.148     -0.025       0.480      -0.108
51883.00      0.137     -0.015       0.277      -0.036
51884.00      0.118     -0.012       0.189      -0.024
51885.00      0.120     -0.057       0.159      -0.097
51886.00      0.121     -0.056       0.097      -0.158
51887.00      0.126     -0.046       0.056      -0.403
51888.00      0.125     -0.034       0.054      -0.352
51889.00      0.118     -0.027       0.146      -0.063
51890.00      0.106     -0.035       0.220       0.149
51891.00      0.100     -0.075       0.272       0.122
51892.00      0.143     -0.100       0.327      -0.039
51893.00      0.158     -0.117       0.362      -0.275
51894.00      0.171     -0.087       0.484      -0.209
51895.00      0.179     -0.043       0.495      -0.106
51896.00      0.177     -0.010       0.471      -0.009
51897.00      0.163      0.008       0.325      -0.058
51898.00      0.144      0.012       0.204      -0.118
51899.00      0.140     -0.049       0.127      -0.195
51900.00      0.129     -0.078       0.065      -0.422
51901.00      0.118     -0.090       0.031      -0.468
51902.00      0.112     -0.081       0.031      -0.443
51903.00      0.116     -0.079       0.013      -0.317
51904.00      0.129     -0.102      -0.015      -0.183
51905.00      0.145     -0.134       0.095      -0.167
51906.00      0.161     -0.146       0.164      -0.071
51907.00      0.166     -0.133       0.332      -0.071
51908.00      0.158     -0.123       0.463      -0.074
51909.00      0.149     -0.123       0.536       0.089
51910.00      0.142     -0.123       0.506       0.036
51911.00      0.128     -0.126       0.379      -0.042
51912.00      0.106     -0.138       0.274      -0.196
51913.00      0.090     -0.143       0.138      -0.265
51914.00      0.078     -0.130      -0.027       0.110
51915.00      0.065     -0.123      -0.167      -0.102
51916.00      0.066     -0.140      -0.127      -0.365
51917.00      0.089     -0.150       0.054      -0.303
51918.00      0.112     -0.135       0.303      -0.181
51919.00      0.110     -0.133       0.289      -0.153
51920.00      0.192     -0.199       0.162      -0.417
51921.00      0.182     -0.235       0.014      -0.799
51922.00      0.180     -0.231      -0.019      -0.678
51923.00      0.176     -0.209       0.017      -0.591
51924.00      0.169     -0.196       0.093      -0.478
51925.00      0.160     -0.184       0.140      -0.407
51926.00      0.144     -0.169       0.121      -0.426
51927.00      0.134     -0.168       0.100      -0.298
51928.00      0.118     -0.190       0.111      -0.342
51929.00      0.106     -0.211       0.199      -0.346
51930.00      0.100     -0.216       0.247      -0.367
51931.00      0.106     -0.213       0.189      -0.334
51932.00      0.121     -0.215       0.159      -0.193
51933.00      0.138     -0.222       0.196      -0.065
51934.00      0.179     -0.188       0.260       0.024
51935.00      0.181     -0.190       0.429      -0.102
51936.00      0.168     -0.189       0.515      -0.115
51937.00      0.151     -0.187       0.595      -0.025
51938.00      0.138     -0.183       0.560      -0.125
51939.00      0.125     -0.187       0.462      -0.147
51940.00      0.110     -0.203       0.261      -0.334
51941.00      0.122     -0.258       0.076      -0.493
51942.00      0.109     -0.236      -0.131      -0.667
51943.00      0.084     -0.229      -0.242      -1.062
51944.00      0.071     -0.268      -0.248      -1.407
51945.00      0.103     -0.307       0.033      -1.371
51946.00      0.159     -0.277       0.263      -0.982
51947.00      0.180     -0.210       0.268      -0.357
51948.00      0.154     -0.156       0.009      -0.013
51949.00      0.117     -0.192      -0.276      -0.004
51950.00      0.101     -0.234      -0.408       0.291
51951.00      0.098     -0.254      -0.333       0.303
51952.00      0.094     -0.259      -0.155       0.218
51953.00      0.088     -0.251       0.060      -0.118
51954.00      0.079     -0.231       0.149      -0.284
51955.00      0.061     -0.192       0.276      -0.176
51956.00      0.050     -0.205       0.343      -0.139
51957.00      0.042     -0.228       0.514      -0.188
51958.00      0.043     -0.248       0.578      -0.178
51959.00      0.058     -0.255       0.541      -0.226
51960.00      0.080     -0.247       0.411      -0.189
51961.00      0.097     -0.224       0.306      -0.225
51962.00      0.147     -0.213       0.257      -0.278
51963.00      0.145     -0.217       0.327      -0.271
51964.00      0.132     -0.236       0.353      -0.362
51965.00      0.111     -0.250       0.349      -0.300
51966.00      0.094     -0.248       0.342      -0.245
51967.00      0.086     -0.246       0.278      -0.279
51968.00      0.079     -0.253       0.117      -0.423
51969.00     -0.038     -0.305      -0.011      -0.579
51970.00     -0.033     -0.295      -0.100      -0.795
51971.00     -0.029     -0.284      -0.174      -1.114
