#
#  Stripped version of finals.all.orig file
#
#
#          Bull A     Bull A      Bull A      Bull B      Bull B      Bull B
#  MJD     PM-x       PM-y        UT1-UTC     PM-x        PM-y        UT1-UTC
#
46888.00   0.094270   0.212808  -0.2818591    0.094000    0.211000   -0.2815000
46889.00   0.093722   0.212509  -0.2830897    0.093000    0.210000   -0.2828000
46890.00   0.092988   0.212263  -0.2842360    0.092000    0.210000   -0.2839000
46891.00   0.092064   0.212060  -0.2853731    0.091000    0.209000   -0.2850000
46892.00   0.090975   0.211868  -0.2865731    0.090000    0.209000   -0.2862000
46893.00   0.089743   0.211650  -0.2878977    0.089000    0.209000   -0.2875000
46894.00   0.088394   0.211366  -0.2893924    0.088000    0.208000   -0.2890000
46895.00   0.086971   0.210974  -0.2910801    0.087000    0.208000   -0.2907000
46896.00   0.085500   0.210491  -0.2929587    0.086000    0.208000   -0.2926000
46897.00   0.083991   0.209938  -0.2949955    0.085000    0.207000   -0.2946000
46898.00   0.082464   0.209321  -0.2971198    0.084000    0.207000   -0.2968000
46899.00   0.080935   0.208641  -0.2992297    0.083000    0.206000   -0.2989000
46900.00   0.079424   0.207916  -0.3012155    0.082000    0.206000   -0.3009000
46901.00   0.077952   0.207220  -0.3029897    0.081000    0.206000   -0.3027000
46902.00   0.076542   0.206595  -0.3045084    0.080000    0.206000   -0.3043000
46903.00   0.075219   0.206060  -0.3057977    0.078000    0.205000   -0.3055000
46904.00   0.074010   0.205614  -0.3069486    0.077000    0.205000   -0.3067000
46905.00   0.072932   0.205255  -0.3080894    0.076000    0.205000   -0.3079000
46906.00   0.071990   0.204990  -0.3093493    0.075000    0.204000   -0.3092000
46907.00   0.071179   0.204811  -0.3108178    0.074000    0.204000   -0.3107000
46908.00   0.070473   0.204690  -0.3125279    0.073000    0.204000   -0.3125000
46909.00   0.069810   0.204601  -0.3144718    0.072000    0.203000   -0.3145000
46910.00   0.069116   0.204498  -0.3165887    0.071000    0.203000   -0.3166000
46911.00   0.068329   0.204384  -0.3187598    0.070000    0.203000   -0.3187000
46912.00   0.067396   0.204269  -0.3208546    0.069000    0.202000   -0.3207000
46913.00   0.066290   0.204134  -0.3227685    0.068000    0.202000   -0.3225000
46914.00   0.064990   0.203955  -0.3244426    0.067000    0.202000   -0.3241000
46915.00   0.063489   0.203714  -0.3258673    0.066000    0.202000   -0.3254000
46916.00   0.061855   0.203438  -0.3270799    0.064000    0.201000   -0.3265000
46917.00   0.060205   0.203149  -0.3281429    0.063000    0.201000   -0.3275000
46918.00   0.058669   0.202858  -0.3291293    0.062000    0.201000   -0.3284000
46919.00   0.057350   0.202549  -0.3301078    0.060000    0.201000   -0.3293000
46920.00   0.056318   0.202180  -0.3311396    0.059000    0.201000   -0.3304000
46921.00   0.055534   0.201759  -0.3322852    0.058000    0.200000   -0.3316000
46922.00   0.054880   0.201348  -0.3335849    0.056000    0.200000   -0.3330000
46923.00   0.054226   0.201005  -0.3350588    0.055000    0.200000   -0.3346000
46924.00   0.053433   0.200748  -0.3367160    0.054000    0.200000   -0.3363000
46925.00   0.052428   0.200544  -0.3385294    0.052000    0.199000   -0.3382000
46926.00   0.051219   0.200369  -0.3404133    0.051000    0.199000   -0.3401000
46927.00   0.049840   0.200207  -0.3422469    0.049000    0.199000   -0.3420000
46928.00   0.048329   0.200022  -0.3439092    0.048000    0.198000   -0.3437000
46929.00   0.046729   0.199778  -0.3453195    0.047000    0.198000   -0.3451000
46930.00   0.045091   0.199449  -0.3464683    0.045000    0.198000   -0.3462000
46931.00   0.043468   0.199072  -0.3474324    0.043000    0.197000   -0.3472000
46932.00   0.041909   0.198704  -0.3483486    0.042000    0.197000   -0.3482000
46933.00   0.040463   0.198405  -0.3493633    0.041000    0.197000   -0.3492000
46934.00   0.039181   0.198239  -0.3505857    0.039000    0.197000   -0.3505000
46935.00   0.038100   0.198265  -0.3520593    0.038000    0.196000   -0.3520000
46936.00   0.037168   0.198481  -0.3537602    0.037000    0.196000   -0.3538000
46937.00   0.036280   0.198815  -0.3556124    0.036000    0.196000   -0.3557000
46938.00   0.035329   0.199181  -0.3575135    0.035000    0.196000   -0.3576000
46939.00   0.034223   0.199476  -0.3593644    0.034000    0.195000   -0.3594000
46940.00   0.032936   0.199579  -0.3610880    0.034000    0.195000   -0.3611000
46941.00   0.031586   0.199492  -0.3626238    0.033000    0.195000   -0.3625000
46942.00   0.030268   0.199271  -0.3639418    0.032000    0.195000   -0.3637000
46943.00   0.029042   0.198973  -0.3650490    0.031000    0.195000   -0.3647000
46944.00   0.027961   0.198658  -0.3659816    0.030000    0.195000   -0.3655000
46945.00   0.027069   0.198384  -0.3667955    0.030000    0.195000   -0.3663000
46946.00   0.026356   0.198192  -0.3675670    0.029000    0.195000   -0.3670000
46947.00   0.025775   0.198083  -0.3683667    0.029000    0.195000   -0.3678000
46948.00   0.025279   0.198053  -0.3692478    0.028000    0.195000   -0.3687000
46949.00   0.024820   0.198093  -0.3702416    0.027000    0.195000   -0.3698000
46950.00   0.024353   0.198199  -0.3713598    0.027000    0.195000   -0.3711000
46951.00   0.023855   0.198360  -0.3726176    0.026000    0.195000   -0.3726000
46952.00   0.023324   0.198545  -0.3740154    0.025000    0.196000   -0.3742000
46953.00   0.022759   0.198715  -0.3755227    0.025000    0.196000   -0.3759000
46954.00   0.022130   0.198843  -0.3770620    0.024000    0.196000   -0.3775000
46955.00   0.021384   0.198929  -0.3785134    0.023000    0.197000   -0.3790000
46956.00   0.020463   0.198976  -0.3797706    0.022000    0.197000   -0.3802000
46957.00   0.019334   0.198993  -0.3807825    0.021000    0.198000   -0.3812000
46958.00   0.018054   0.199008  -0.3815793    0.020000    0.198000   -0.3819000
46959.00   0.016708   0.199060  -0.3822681    0.019000    0.199000   -0.3826000
46960.00   0.015382   0.199185  -0.3829938    0.018000    0.199000   -0.3833000
46961.00   0.014115   0.199396  -0.3838894    0.017000    0.200000   -0.3842000
46962.00   0.012925   0.199696  -0.3850249    0.016000    0.200000   -0.3853000
46963.00   0.011828   0.200086  -0.3863871    0.014000    0.201000   -0.3867000
46964.00   0.010807   0.200548  -0.3878939    0.013000    0.201000   -0.3883000
46965.00   0.009827   0.201057  -0.3894316    0.012000    0.202000   -0.3898000
46966.00   0.008835   0.201586  -0.3908886    0.011000    0.202000   -0.3912000
46967.00   0.007817   0.202110  -0.3921712    0.010000    0.203000   -0.3925000
46968.00   0.006773   0.202608  -0.3932229    0.008000    0.203000   -0.3935000
46969.00   0.005702   0.203054  -0.3940250    0.007000    0.204000   -0.3942000
46970.00   0.004581   0.203435  -0.3945922    0.006000    0.205000   -0.3948000
46971.00   0.003328   0.203807  -0.3949640    0.005000    0.205000   -0.3951000
46972.00   0.001879   0.204234  -0.3952013    0.003000    0.206000   -0.3954000
46973.00   0.000318   0.204697  -0.3953915    0.002000    0.206000   -0.3956000
46974.00  -0.001239   0.205162  -0.3956235    0.001000    0.207000   -0.3959000
46975.00  -0.002680   0.205607  -0.3959716    0.000000    0.207000   -0.3963000
46976.00  -0.003968   0.206069  -0.3964826   -0.002000    0.208000   -0.3969000
46977.00  -0.005103   0.206556  -0.3971767   -0.003000    0.209000   -0.3976000
46978.00  -0.006110   0.207053  -0.3980465   -0.004000    0.209000   -0.3985000
46979.00  -0.007044   0.207548  -0.3990551   -0.005000    0.210000   -0.3996000
46980.00  -0.007966   0.208033  -0.4001420   -0.007000    0.210000   -0.4006000
46981.00  -0.008911   0.208509  -0.4012269   -0.008000    0.211000   -0.4017000
46982.00  -0.009909   0.208988  -0.4022166   -0.009000    0.211000   -0.4026000
46983.00  -0.010986   0.209478  -0.4030268   -0.010000    0.212000   -0.4034000
46984.00  -0.012169   0.209989  -0.4036106   -0.012000    0.213000   -0.4039000
46985.00  -0.013472   0.210517  -0.4039816   -0.013000    0.213000   -0.4042000
46986.00  -0.014873   0.211044  -0.4042189   -0.014000    0.214000   -0.4044000
46987.00  -0.016356   0.211553  -0.4044596   -0.016000    0.215000   -0.4046000
46988.00  -0.017869   0.212064  -0.4048559   -0.017000    0.216000   -0.4050000
46989.00  -0.019344   0.212606  -0.4055222   -0.018000    0.216000   -0.4057000
46990.00  -0.020705   0.213196  -0.4064820   -0.019000    0.217000   -0.4066000
46991.00  -0.021913   0.213841  -0.4076496   -0.020000    0.218000   -0.4078000
46992.00  -0.022946   0.214544  -0.4088811   -0.021000    0.219000   -0.4090000
46993.00  -0.023784   0.215306  -0.4100321   -0.022000    0.219000   -0.4101000
46994.00  -0.024434   0.216111  -0.4109970   -0.023000    0.220000   -0.4111000
46995.00  -0.024929   0.216938  -0.4117266   -0.023000    0.221000   -0.4118000
46996.00  -0.025340   0.217783  -0.4122057   -0.024000    0.222000   -0.4123000
46997.00  -0.025680   0.218647  -0.4124557   -0.024000    0.222000   -0.4126000
46998.00  -0.025937   0.219537  -0.4125270   -0.025000    0.223000   -0.4126000
46999.00  -0.026102   0.220452  -0.4124929   -0.025000    0.224000   -0.4126000
47000.00  -0.026180   0.221376  -0.4124338   -0.025000    0.225000   -0.4125000
47001.00  -0.026210   0.222271  -0.4124291   -0.025000    0.226000   -0.4125000
47002.00  -0.026216   0.223132  -0.4125424   -0.026000    0.226000   -0.4126000
47003.00  -0.026225   0.223964  -0.4128161   -0.026000    0.227000   -0.4129000
47004.00  -0.026262   0.224772  -0.4132713   -0.026000    0.228000   -0.4133000
47005.00  -0.026357   0.225559  -0.4139051   -0.026000    0.229000   -0.4140000
47006.00  -0.026538   0.226339  -0.4146832   -0.026000    0.230000   -0.4148000
47007.00  -0.026828   0.227130  -0.4155480   -0.027000    0.230000   -0.4156000
47008.00  -0.027249   0.227951  -0.4164262   -0.027000    0.231000   -0.4165000
47009.00  -0.027824   0.228830  -0.4172396   -0.027000    0.232000   -0.4174000
47010.00  -0.028553   0.229784  -0.4179193   -0.028000    0.233000   -0.4181000
47011.00  -0.029366   0.230769  -0.4184132   -0.028000    0.234000   -0.4186000
47012.00  -0.030185   0.231733  -0.4187114   -0.028000    0.234000   -0.4189000
47013.00  -0.030950   0.232651  -0.4188688   -0.029000    0.235000   -0.4191000
47014.00  -0.031605   0.233510  -0.4190079   -0.030000    0.236000   -0.4193000
47015.00  -0.032125   0.234318  -0.4192911   -0.030000    0.237000   -0.4195000
47016.00  -0.032557   0.235103  -0.4198449   -0.030000    0.238000   -0.4200000
47017.00  -0.032972   0.235882  -0.4207195   -0.031000    0.239000   -0.4209000
47018.00  -0.033433   0.236668  -0.4218732   -0.032000    0.239000   -0.4221000
47019.00  -0.033981   0.237483  -0.4231936   -0.032000    0.240000   -0.4234000
47020.00  -0.034635   0.238350  -0.4245314   -0.032000    0.241000   -0.4248000
47021.00  -0.035353   0.239274  -0.4257428   -0.033000    0.242000   -0.4261000
47022.00  -0.036075   0.240246  -0.4267350   -0.034000    0.243000   -0.4271000
47023.00  -0.036740   0.241261  -0.4274817   -0.034000    0.244000   -0.4279000
47024.00  -0.037298   0.242313  -0.4280123   -0.034000    0.245000   -0.4284000
47025.00  -0.037712   0.243403  -0.4283918   -0.035000    0.246000   -0.4288000
47026.00  -0.038015   0.244553  -0.4286951   -0.035000    0.247000   -0.4291000
47027.00  -0.038232   0.245777  -0.4289996   -0.035000    0.248000   -0.4293000
47028.00  -0.038367   0.247084  -0.4293826   -0.036000    0.249000   -0.4297000
47029.00  -0.038417   0.248479  -0.4299181   -0.036000    0.250000   -0.4301000
47030.00  -0.038349   0.249945  -0.4306659   -0.036000    0.251000   -0.4308000
47031.00  -0.038177   0.251444  -0.4316518   -0.036000    0.252000   -0.4317000
47032.00  -0.037996   0.252925  -0.4328582   -0.036000    0.253000   -0.4327000
47033.00  -0.037882   0.254343  -0.4342427   -0.036000    0.254000   -0.4340000
47034.00  -0.037847   0.255669  -0.4357424   -0.036000    0.256000   -0.4354000
47035.00  -0.037895   0.256887  -0.4372807   -0.037000    0.257000   -0.4369000
47036.00  -0.038023   0.258032  -0.4387741   -0.037000    0.258000   -0.4383000
47037.00  -0.038225   0.259111  -0.4401286   -0.037000    0.259000   -0.4395000
47038.00  -0.038498   0.260125  -0.4412756   -0.037000    0.260000   -0.4406000
47039.00  -0.038840   0.261097  -0.4421910   -0.037000    0.261000   -0.4415000
47040.00  -0.039245   0.262047  -0.4429115   -0.037000    0.262000   -0.4423000
47041.00  -0.039685   0.262965  -0.4435399   -0.038000    0.263000   -0.4430000
47042.00  -0.040124   0.263832  -0.4442230   -0.038000    0.264000   -0.4437000
47043.00  -0.040523   0.264630  -0.4451130   -0.038000    0.265000   -0.4447000
47044.00  -0.040855   0.265354  -0.4463229   -0.039000    0.266000   -0.4460000
47045.00  -0.041118   0.266020  -0.4478847   -0.039000    0.267000   -0.4476000
47046.00  -0.041363   0.266679  -0.4497182   -0.040000    0.268000   -0.4495000
47047.00  -0.041653   0.267387  -0.4516703   -0.040000    0.269000   -0.4514000
47048.00  -0.042021   0.268187  -0.4535705   -0.040000    0.270000   -0.4534000
47049.00  -0.042457   0.269114  -0.4552813   -0.041000    0.271000   -0.4551000
47050.00  -0.042953   0.270192  -0.4567302   -0.041000    0.272000   -0.4565000
47051.00  -0.043493   0.271416  -0.4579047   -0.042000    0.273000   -0.4577000
47052.00  -0.044063   0.272731  -0.4588415   -0.042000    0.274000   -0.4587000
47053.00  -0.044648   0.274073  -0.4596119   -0.043000    0.275000   -0.4595000
47054.00  -0.045227   0.275365  -0.4603080   -0.043000    0.276000   -0.4603000
47055.00  -0.045787   0.276532  -0.4610335   -0.044000    0.277000   -0.4611000
47056.00  -0.046373   0.277570  -0.4618809   -0.045000    0.278000   -0.4620000
47057.00  -0.046997   0.278534  -0.4629139   -0.045000    0.279000   -0.4631000
47058.00  -0.047655   0.279488  -0.4641732   -0.046000    0.280000   -0.4644000
47059.00  -0.048324   0.280493  -0.4656749   -0.046000    0.281000   -0.4659000
47060.00  -0.048973   0.281599  -0.4674083   -0.047000    0.282000   -0.4676000
47061.00  -0.049614   0.282841  -0.4693152   -0.048000    0.284000   -0.4694000
47062.00  -0.050272   0.284240  -0.4713061   -0.048000    0.285000   -0.4714000
47063.00  -0.050944   0.285787  -0.4732788   -0.049000    0.286000   -0.4732000
47064.00  -0.051614   0.287435  -0.4751360   -0.050000    0.288000   -0.4750000
47065.00  -0.052266   0.289135  -0.4768015   -0.050000    0.289000   -0.4765000
47066.00  -0.052910   0.290855  -0.4782346   -0.051000    0.291000   -0.4779000
47067.00  -0.053555   0.292544  -0.4794534   -0.052000    0.292000   -0.4791000
47068.00  -0.054200   0.294149  -0.4805379   -0.052000    0.294000   -0.4802000
47069.00  -0.054800   0.295654  -0.4816162   -0.053000    0.295000   -0.4813000
47070.00  -0.055299   0.297063  -0.4828365   -0.054000    0.296000   -0.4826000
47071.00  -0.055709   0.298407  -0.4843190   -0.055000    0.298000   -0.4842000
47072.00  -0.056069   0.299702  -0.4861217   -0.055000    0.299000   -0.4861000
47073.00  -0.056419   0.300959  -0.4882227   -0.056000    0.300000   -0.4883000
47074.00  -0.056798   0.302186  -0.4905233   -0.056000    0.302000   -0.4906000
47075.00  -0.057215   0.303393  -0.4928758   -0.057000    0.303000   -0.4930000
47076.00  -0.057662   0.304588  -0.4951190   -0.058000    0.304000   -0.4952000
47077.00  -0.058140   0.305779  -0.4971304   -0.058000    0.305000   -0.4971000
47078.00  -0.058658   0.306976  -0.4988550   -0.059000    0.307000   -0.4988000
47079.00  -0.059234   0.308184  -0.5003025   -0.059000    0.308000   -0.5002000
47080.00  -0.059879   0.309408  -0.5015304   -0.060000    0.309000   -0.5014000
47081.00  -0.060578   0.310627  -0.5026280   -0.060000    0.310000   -0.5025000
47082.00  -0.061318   0.311812  -0.5036915   -0.060000    0.311000   -0.5035000
47083.00  -0.062070   0.312940  -0.5048089   -0.061000    0.313000   -0.5046000
47084.00  -0.062740   0.314034  -0.5060519   -0.061000    0.314000   -0.5059000
47085.00  -0.063223   0.315126  -0.5074719   -0.062000    0.315000   -0.5073000
47086.00  -0.063481   0.316244  -0.5090887   -0.062000    0.316000   -0.5089000
47087.00  -0.063542   0.317388  -0.5108898   -0.062000    0.317000   -0.5107000
47088.00  -0.063443   0.318552  -0.5128381   -0.062000    0.318000   -0.5127000
47089.00  -0.063229   0.319720  -0.5148723   -0.062000    0.319000   -0.5147000
47090.00  -0.062982   0.320871  -0.5169156   -0.063000    0.320000   -0.5168000
47091.00  -0.062783   0.322005  -0.5188895   -0.063000    0.321000   -0.5187000
47092.00  -0.062657   0.323114  -0.5207186   -0.063000    0.322000   -0.5205000
47093.00  -0.062589   0.324213  -0.5223417   -0.063000    0.323000   -0.5220000
47094.00  -0.062553   0.325320  -0.5237487   -0.063000    0.325000   -0.5234000
47095.00  -0.062531   0.326452  -0.5249939   -0.063000    0.326000   -0.5246000
47096.00  -0.062507   0.327621  -0.5261949   -0.063000    0.327000   -0.5257000
47097.00  -0.062459   0.328833  -0.5274888   -0.063000    0.328000   -0.5271000
47098.00  -0.062370   0.330089  -0.5289897   -0.063000    0.329000   -0.5286000
47099.00  -0.062261   0.331385  -0.5307583   -0.063000    0.331000   -0.5304000
47100.00  -0.062173   0.332711  -0.5327890   -0.062000    0.332000   -0.5325000
47101.00  -0.062171   0.334055  -0.5350140   -0.062000    0.333000   -0.5348000
47102.00  -0.062204   0.335394  -0.5373157   -0.062000    0.335000   -0.5372000
47103.00  -0.062184   0.336699  -0.5395601   -0.062000    0.336000   -0.5394000
47104.00  -0.062019   0.337962  -0.5416347   -0.061000    0.337000   -0.5415000
47105.00  -0.061613   0.339246  -0.5434731   -0.061000    0.339000   -0.5434000
47106.00  -0.060956   0.340659  -0.5450545   -0.060000    0.340000   -0.5450000
47107.00  -0.060130   0.342210  -0.5464189   -0.060000    0.342000   -0.5463000
47108.00  -0.059246   0.343883  -0.5476474   -0.060000    0.343000   -0.5476000
47109.00  -0.058418   0.345665  -0.5488370   -0.059000    0.345000   -0.5487000
47110.00  -0.057743   0.347539  -0.5500785   -0.059000    0.346000   -0.5500000
47111.00  -0.057237   0.349460  -0.5514459   -0.059000    0.348000   -0.5513000
47112.00  -0.056859   0.351377  -0.5529858   -0.058000    0.350000   -0.5528000
47113.00  -0.056557   0.353241  -0.5547122   -0.058000    0.351000   -0.5545000
47114.00  -0.056266   0.355008  -0.5566074   -0.058000    0.353000   -0.5564000
47115.00  -0.055923   0.356643  -0.5586307   -0.057000    0.355000   -0.5584000
47116.00  -0.055519   0.358163  -0.5607359   -0.057000    0.356000   -0.5605000
47117.00  -0.055096   0.359613  -0.5628610   -0.056000    0.358000   -0.5627000
47118.00  -0.054714   0.361041  -0.5649276   -0.056000    0.360000   -0.5648000
47119.00  -0.054428   0.362491  -0.5668549   -0.056000    0.362000   -0.5667000
47120.00  -0.054270   0.363988  -0.5685829   -0.056000    0.363000   -0.5685000
47121.00  -0.054283   0.365542  -0.5700928   -0.056000    0.365000   -0.5700000
47122.00  -0.054500   0.367150  -0.5714266   -0.056000    0.366000   -0.5713000
47123.00  -0.054941   0.368800  -0.5726827   -0.056000    0.368000   -0.5726000
47124.00  -0.055621   0.370474  -0.5739870   -0.057000    0.369000   -0.5740000
47125.00  -0.056525   0.372135  -0.5754571   -0.057000    0.371000   -0.5756000
47126.00  -0.057559   0.373744  -0.5771728   -0.057000    0.373000   -0.5774000
47127.00  -0.058610   0.375255  -0.5791443   -0.058000    0.374000   -0.5795000
47128.00  -0.059560   0.376646  -0.5813132   -0.058000    0.375000   -0.5817000
47129.00  -0.060283   0.377940  -0.5835738   -0.058000    0.377000   -0.5840000
47130.00  -0.060669   0.379173  -0.5857988   -0.058000    0.378000   -0.5863000
47131.00  -0.060705   0.380381  -0.5878707   -0.058000    0.379000   -0.5884000
47132.00  -0.060455   0.381576  -0.5897125   -0.058000    0.380000   -0.5903000
47133.00  -0.059990   0.382762  -0.5912961   -0.057000    0.382000   -0.5918000
47134.00  -0.059370   0.383937  -0.5926399   -0.057000    0.383000   -0.5931000
47135.00  -0.058644   0.385103  -0.5937993   -0.056000    0.385000   -0.5942000
47136.00  -0.057828   0.386266  -0.5948576   -0.056000    0.386000   -0.5952000
47137.00  -0.056931   0.387435  -0.5959009   -0.055000    0.387000   -0.5962000
47138.00  -0.055941   0.388625  -0.5970021   -0.054000    0.389000   -0.5972000
47139.00  -0.054829   0.389872  -0.5982189   -0.053000    0.390000   -0.5985000
47140.00  -0.053586   0.391201  -0.5995910   -0.052000    0.391000   -0.5998000
47141.00  -0.052243   0.392604  -0.6011298   -0.051000    0.393000   -0.6013000
47142.00  -0.050835   0.394060  -0.6028227   -0.050000    0.394000   -0.6030000
47143.00  -0.049410   0.395542  -0.6046343   -0.049000    0.395000   -0.6048000
47144.00  -0.048052   0.396989  -0.6065087   -0.048000    0.396000   -0.6067000
47145.00  -0.046844   0.398339  -0.6083731   -0.047000    0.397000   -0.6086000
47146.00  -0.045784   0.399552  -0.6101502   -0.045000    0.399000   -0.6104000
47147.00  -0.044816   0.400625  -0.6117713   -0.044000    0.400000   -0.6120000
47148.00  -0.043878   0.401565  -0.6132009   -0.043000    0.401000   -0.6135000
47149.00  -0.042903   0.402385  -0.6144610   -0.042000    0.402000   -0.6147000
47150.00  -0.041828   0.403123  -0.6156405   -0.040000    0.403000   -0.6159000
47151.00  -0.040607   0.403827  -0.6168739   -0.039000    0.404000   -0.6170000
47152.00  -0.039281   0.404537  -0.6182946   -0.038000    0.405000   -0.6184000
47153.00  -0.037899   0.405269  -0.6199903   -0.036000    0.406000   -0.6201000
47154.00  -0.036458   0.406039  -0.6219738   -0.035000    0.407000   -0.6221000
47155.00  -0.034936   0.406865  -0.6241775   -0.033000    0.408000   -0.6243000
47156.00  -0.033335   0.407754  -0.6264776   -0.032000    0.409000   -0.6266000
47157.00  -0.031657   0.408711  -0.6287351   -0.030000    0.410000   -0.6288000
47158.00  -0.029907   0.409744  -0.6308325   -0.028000    0.411000   -0.6309000
47159.00  -0.028088   0.410856  -0.6326933   -0.027000    0.412000   -0.6327000
47160.00  -0.026206   0.412048  -0.6342906   -0.025000    0.413000   -0.6343000
47161.00  -0.024282   0.413287   0.3643500   -0.023000    0.414000    0.3643000
47162.00  -0.022333   0.414528   0.3631681   -0.021000    0.415000    0.3631000
47163.00  -0.020379   0.415724   0.3620846   -0.019000    0.416000    0.3621000
47164.00  -0.018437   0.416831   0.3610156   -0.017000    0.417000    0.3610000
47165.00  -0.016529   0.417809   0.3598894   -0.015000    0.418000    0.3598000
47166.00  -0.014674   0.418643   0.3586506   -0.013000    0.419000    0.3586000
47167.00  -0.012861   0.419338   0.3572612   -0.011000    0.420000    0.3571000
47168.00  -0.011080   0.419907   0.3557089   -0.010000    0.421000    0.3555000
47169.00  -0.009315   0.420360   0.3540054   -0.008000    0.422000    0.3537000
47170.00  -0.007555   0.420728   0.3521806   -0.006000    0.423000    0.3519000
47171.00  -0.005836   0.421099   0.3502919   -0.004000    0.423000    0.3500000
47172.00  -0.004197   0.421557   0.3484143   -0.003000    0.424000    0.3481000
47173.00  -0.002659   0.422118   0.3466188   -0.001000    0.425000    0.3464000
47174.00  -0.001282   0.422756   0.3449689    0.000000    0.425000    0.3447000
47175.00  -0.000119   0.423392   0.3435070    0.002000    0.426000    0.3434000
47176.00   0.000915   0.423966   0.3422443    0.003000    0.426000    0.3422000
47177.00   0.001971   0.424454   0.3411366    0.005000    0.427000    0.3412000
47178.00   0.003149   0.424857   0.3400813    0.006000    0.427000    0.3403000
47179.00   0.004431   0.425192   0.3389456    0.008000    0.428000    0.3392000
47180.00   0.005795   0.425472   0.3376186    0.009000    0.428000    0.3379000
47181.00   0.007263   0.425747   0.3360472    0.011000    0.429000    0.3363000
47182.00   0.008856   0.426060   0.3342621    0.012000    0.429000    0.3344000
47183.00   0.010591   0.426454   0.3323757    0.014000    0.430000    0.3324000
47184.00   0.012479   0.426949   0.3305363    0.016000    0.430000    0.3305000
47185.00   0.014531   0.427485   0.3288699    0.018000    0.431000    0.3287000
47186.00   0.016729   0.428019   0.3274564    0.020000    0.431000    0.3272000
47187.00   0.019043   0.428523   0.3263147    0.022000    0.431000    0.3260000
47188.00   0.021473   0.428978   0.3254055    0.024000    0.432000    0.3250000
47189.00   0.024050   0.429387   0.3246553    0.027000    0.432000    0.3242000
47190.00   0.026750   0.429743   0.3239802    0.029000    0.433000    0.3235000
47191.00   0.029541   0.430052   0.3232923    0.031000    0.433000    0.3227000
47192.00   0.032380   0.430341   0.3225081    0.033000    0.433000    0.3220000
47193.00   0.035225   0.430638   0.3215594    0.036000    0.434000    0.3210000
47194.00   0.038029   0.430972   0.3204005    0.038000    0.434000    0.3199000
47195.00   0.040717   0.431369   0.3190133    0.041000    0.435000    0.3185000
47196.00   0.043197   0.431846   0.3174101    0.044000    0.435000    0.3169000
47197.00   0.045436   0.432383   0.3156276    0.046000    0.435000    0.3152000
47198.00   0.047417   0.432934   0.3137210    0.049000    0.435000    0.3133000
47199.00   0.049127   0.433448   0.3117564    0.051000    0.435000    0.3114000
47200.00   0.050562   0.433883   0.3098046    0.053000    0.435000    0.3095000
47201.00   0.051772   0.434212   0.3079399    0.054000    0.435000    0.3077000
47202.00   0.052828   0.434415   0.3062239    0.056000    0.435000    0.3061000
47203.00   0.053789   0.434472   0.3046859    0.057000    0.435000    0.3046000
47204.00   0.054660   0.434371   0.3033032    0.058000    0.434000    0.3033000
47205.00   0.055477   0.434080   0.3019846    0.059000    0.434000    0.3019000
47206.00   0.056309   0.433626   0.3005816    0.060000    0.434000    0.3005000
47207.00   0.057220   0.433069   0.2989343    0.061000    0.434000    0.2988000
47208.00   0.058272   0.432465   0.2969319    0.062000    0.433000    0.2967000
47209.00   0.059504   0.431860   0.2945576    0.063000    0.433000    0.2943000
47210.00   0.060894   0.431273   0.2919006    0.064000    0.433000    0.2916000
47211.00   0.062344   0.430743   0.2891320    0.065000    0.433000    0.2889000
47212.00   0.063722   0.430316   0.2864434    0.066000    0.432000    0.2862000
47213.00   0.064928   0.430027   0.2839871    0.067000    0.432000    0.2838000
47214.00   0.065945   0.429861   0.2818466    0.068000    0.432000    0.2817000
47215.00   0.066799   0.429796   0.2800276    0.069000    0.432000    0.2798000
47216.00   0.067596   0.429844   0.2784642    0.071000    0.432000    0.2782000
47217.00   0.068476   0.429993   0.2770556    0.072000    0.432000    0.2768000
47218.00   0.069557   0.430227   0.2756960    0.073000    0.431000    0.2754000
47219.00   0.070903   0.430544   0.2742860    0.075000    0.431000    0.2739000
47220.00   0.072553   0.430941   0.2727442    0.076000    0.432000    0.2724000
47221.00   0.074468   0.431406   0.2710225    0.078000    0.432000    0.2707000
47222.00   0.076565   0.431907   0.2691009    0.080000    0.432000    0.2688000
47223.00   0.078739   0.432401   0.2669896    0.082000    0.432000    0.2667000
47224.00   0.080892   0.432834   0.2647288    0.084000    0.432000    0.2646000
47225.00   0.082956   0.433137   0.2623834    0.086000    0.432000    0.2624000
47226.00   0.084978   0.433274   0.2600346    0.088000    0.432000    0.2602000
47227.00   0.087034   0.433225   0.2577686    0.090000    0.432000    0.2581000
47228.00   0.089182   0.432984   0.2556665    0.092000    0.432000    0.2562000
47229.00   0.091479   0.432548   0.2537920    0.095000    0.432000    0.2544000
47230.00   0.093968   0.431925   0.2521810    0.097000    0.432000    0.2530000
47231.00   0.096616   0.431178   0.2508327    0.100000    0.431000    0.2516000
47232.00   0.099373   0.430378   0.2496800    0.102000    0.431000    0.2505000
47233.00   0.102178   0.429573   0.2485988    0.104000    0.430000    0.2493000
47234.00   0.104954   0.428784   0.2474383    0.107000    0.429000    0.2480000
47235.00   0.107628   0.428032   0.2460608    0.109000    0.428000    0.2465000
47236.00   0.110146   0.427325   0.2443810    0.112000    0.428000    0.2446000
47237.00   0.112463   0.426598   0.2424056    0.114000    0.427000    0.2424000
